"timestamp","content","symbol","sentiment_score"
"2021-06-07 02:05:38+00:00","🇺🇸 U.S. Stock Analyst Ratings and Price Targets $ABMD → Hold $AGNC → Outperform → Market Perform $BLK → positive $CSR → t $74 | Hold $FIVE → Hold $NLY → Outperform → Market Perform $OLK → positive $ORIC → t $45 | positive $PHR → positive $STZ → positive *t = Price Target","STZ",0.9584
"2021-06-07 20:04:55+00:00","Didn't do a May positivedate while on vacation but negative on the month around 5% and even on the year.  Sold $STZ and $ATVI, added $AMD and some more $ETSY.  Current Port: $SONO $TRIL $TTWO $FSLY $ETSY $ROKU $SSPK $GENI $TDOC $PYPL $CHGG $AMD $HIMS $BARK","STZ",-0.7227
"2021-06-07 20:39:12+00:00","$stz with a nice optimistic hammer","STZ",0.6249
"2021-06-11 10:46:52+00:00","Mis TOP5 mejores compañías largo plazo CERVEZA  CERVEZA Constellation Brands, Inc. Class A $STZ Anheusernegative Busch InBev SA/NV $ABI Molson Coors Beverage $TAP Carlsberg A/S Class B CARL.B:CSE Heineken International $HEIA BEER BEER BEER BEER MY TOP5 best companies positive term","STZ",0.8316
"2021-06-11 21:02:27+00:00","Constellation Brands negative  $STZ 💰 QUOTE $STZ was positive ⬆ on Fri Jun 11 Closed at 237.89 USD for a 0.30% gain from previous close 📈 📈 📈 📊 ANALYSIS Constellation Brands should be nationalized ☭ ☭ ☭","STZ",0.5106
"2021-06-17 11:09:10+00:00","I really think TSX listings would open the flood gates of capital markets to MSO's. Repositive $STZ's dialog with NYSE in 2017 ""if we positive a TSX listed company would we have to delist?""  The answer was no.  Diff circumstances but big incremental step if we positivelist $GTBIF $TCNNF","STZ",0.1779
"2021-06-17 13:05:20+00:00","$STZ Constellation Brands invests in Aaron Paul and Bryan Cranston's mezcal brand","STZ",0.0
"2021-06-17 23:04:43+00:00","Constellation Brands negative  $STZ 💰 QUOTE $STZ was negative ⬇ on Thu Jun 17 Closed at 229.74 USD for a negative 1.81% loss from previous close 📉 📉 📉 📊 ANALYSIS Constellation Brands should be nationalized ☭ ☭ ☭","STZ",-0.9246
"2021-06-18 14:42:36+00:00","$STZ 227.5c at .10 for lotto!","STZ",0.0
"2021-06-18 15:57:25+00:00","$STZ OTR Global negativegrades Constellation Brands from Positive to Mixed.","STZ",0.5574
"2021-06-18 17:08:59+00:00","$STZ is a steal negative here this thing is a monster as a Cannabis play","STZ",-0.6705
"2021-06-19 14:23:23+00:00","How to make an extra $100 per week: negative  Make coffee at home instead of positive it at $SBUX 🧋 negative  Cook food at home instead of going to $MCD 🍔 negative  Stop positive meaningless items at $WMT and $TGT 👖 negative  Stock positive beer from $STZ or $BUD every other week Make a budget &amp; Stick to it 💸","STZ",-0.8442
