article_id,title,timestamp,link,comments,locked_pro,paywalled,author_id,sentiment_ids,primary_tickers,secondary_tickers,ticker
4600733,My Largest Investment: Tours And Management Meetings With RCI Hospitality,2023-05-09T08:05:00-04:00,/article/4600733-my-largest-investment-tours-and-management-meetings-with-rci-hospitality,84,False,False,102019,['454349'],['2469'],[],RICK
4591477,RCI Hospitality: A Comprehensive Analysis Of A Fast-Growing Serial Acquirer,2023-03-31T07:29:28-04:00,/article/4591477-rci-hospitality-comprehensive-analysis-fast-growing-serial-acquire,15,False,False,106760,['447298'],['2469'],[],RICK
4579819,"RCI Hospitality: Why Does Everybody Focus On Bombshells, The Least Important Segment?",2023-02-23T10:00:00-05:00,/article/4579819-rci-hospitality-why-focus-on-bombshells-least-important-segment,52,False,False,106521,['438766'],['2469'],[],RICK
4575435,RCI Hospitality Should Perform Well In 2023,2023-02-05T05:15:07-05:00,/article/4575435-rci-hospitality-should-perform-well-in-2023,12,False,False,94986,['435749'],['2469'],[],RICK
4575384,Greystone Capital - RCI Hospitality: No Signs Of Slowing Down,2023-02-04T22:00:00-05:00,/article/4575384-rci-hospitality-stock-no-signs-of-slowing-down,9,False,False,105080,[],['2469'],[],RICK
4569593,RCI Hospitality: Stellar Execution And An Attractive Valuation,2023-01-12T14:44:39-05:00,/article/4569593-rci-hospitality-stellar-execution-and-an-attractive-valuation,36,False,False,106709,['430941'],['2469'],[],RICK
4563571,"My Largest Investment: Interview With Eric Langan, CEO Of RCI Hospitality",2022-12-13T08:05:00-05:00,/article/4563571-my-largest-investment-interview-with-eric-langan-ceo-of-rci-hospitality,53,False,False,102019,['424985'],['2469'],[],RICK
4560481,RCI Hospitality: What Happens In Houston,2022-11-25T10:29:18-05:00,/article/4560481-rci-hospitality-what-happens-in-houston,32,False,False,94986,['422308'],['2469'],[],RICK
4548546,RCI Hospitality: A Quick Update On RICK Revenues,2022-10-24T12:07:45-04:00,/article/4548546-rci-hospitality-a-quick-update-on-rick-revenues,21,False,False,106709,['416058'],['2469'],[],RICK
4544793,A Deep Dive Into RCI Hospitality,2022-10-05T10:20:36-04:00,/article/4544793-deep-dive-into-rci-hospitality,19,False,False,106709,['412567'],['2469'],[],RICK
4536396,RCI Hospitality: Execution Continues To Be On Point,2022-08-23T10:32:27-04:00,/article/4536396-rci-hospitality-execution-continues-to-be-on-point,24,False,False,106709,['388863'],['2469'],[],RICK
4535512,An Update On My Largest Investment: RCI Hospitality,2022-08-22T08:05:00-04:00,/article/4535512-an-update-on-my-largest-investment-rci-hospitality,42,False,False,102019,['405521'],['2469'],[],RICK
4531375,I Am Buying RCI Hospitality Hand Over Fist,2022-08-08T08:05:00-04:00,/article/4531375-buying-rci-hospitality-hand-over-fist,53,False,False,102019,['386449'],['2469'],[],RICK
4528063,Greystone Capital - RCI Hospitality: One Of The Cheapest Stocks In The Entire Restaurant Universe,2022-07-31T08:36:00-04:00,/article/4528063-rci-hospitality-one-of-the-cheapest-stocks-in-the-entire-restaurant-universe,9,False,False,105080,[],['2469'],[],RICK
4522655,RCI Hospitality: My Single Largest Investment,2022-07-11T08:05:00-04:00,/article/4522655-my-single-largest-investment-rci-hospitality,70,False,False,102019,['382029'],['2469'],[],RICK
4513329,RCI Hospitality: Continued Strong Recovery From Covid,2022-05-20T03:03:02-04:00,/article/4513329-rci-hospitality-continued-strong-recovery-from-covid,43,False,False,106299,['374363'],['2469'],[],RICK
4508969,RCI Hospitality: You Can Teach An Old Dog New Tricks,2022-05-09T08:33:56-04:00,/article/4508969-rci-hospitality-you-can-teach-an-old-dog-new-tricks,15,False,False,106521,['372933'],['2469'],[],RICK
4506726,RCI Hospitality: A Meme Stock In The Making,2022-05-05T08:15:00-04:00,/article/4506726-rci-hospitality-a-meme-stock-in-the-making,66,False,False,102019,['372456'],['2469'],[],RICK
4496793,RCI Hospitality: My Mea Culpa Moment - I Was Wrong About The Stock,2022-03-21T10:45:40-04:00,/article/4496793-rci-hospitality-mea-culpa-moment-i-was-wrong-stock,44,False,False,106147,['366283'],['2469'],[],RICK
4494401,RCI Hospitality: A Strong Covid-19 Recovery Play,2022-03-10T11:34:28-05:00,/article/4494401-rci-hospitality-a-strong-covid-19-recovery-play,8,False,False,106299,['364983'],['2469'],[],RICK
4488892,RCI Hospitality: Dominating The Nightclub Industry And Building A Nationally Franchised Chain,2022-02-22T02:00:37-05:00,/article/4488892-rci-hospitality-building-nationally-franchised-nightclub-chain-dominating-industry,21,False,False,106299,['362451'],['2469'],[],RICK
4485058,Greystone Capital Management - RCI Hospitality: Best-Executing And Cheapest Stock In Our Portfolio,2022-02-08T06:48:00-05:00,/article/4485058-greystone-capital-management-rci-hospitality-best-executing-and-cheapest-stock-in-our-portfolio,5,False,False,105080,[],['2469'],[],RICK
4477092,My #1 Pick For 2022: RCI Hospitality,2021-12-30T08:25:00-05:00,/article/4477092-rci-hospitality-rick-best-stock-pick-2021,221,False,False,102019,['354735'],['2469'],[],RICK
4451053,RCI Hospitality: Adult Entertainment May Be The Ultimate Reopening Play,2021-08-21T08:15:46-04:00,/article/4451053-adult-entertainment-may-be-the-ultimate-reopening-play,114,False,False,106224,['338304'],['2469'],[],RICK
4432710,RCI Hospitality Holdings: Danger Lurks Beyond The Reopening Trade,2021-06-02T17:00:40-04:00,/article/4432710-rci-hospitality-holdings-stock-danger-lurks-beyond-the-reopening-trade,199,False,False,106147,['327455'],['2469'],[],RICK
4418366,Yaron Naymark From 1 Main Capital Discusses RCI Hospitality,2021-04-09T13:17:42-04:00,/article/4418366-yaron-naymark-discusses-rci-hospitality,39,False,False,93766,['320646'],['2469'],[],RICK
4396582,RCI Hospitality Needs A Pullback,2020-12-29T08:22:28-05:00,/article/4396582-rci-hospitality-needs-pullback,38,False,False,39011,['306844'],['2469'],[],RICK
4378362,Large Uncertainties Surrounding RCI Hospitality Require A Larger Margin Of Safety,2020-10-09T12:32:28-04:00,/article/4378362-large-uncertainties-surrounding-rci-hospitality-require-larger-margin-of-safety,15,False,False,104171,['295519'],['2469'],[],RICK
4351820,RCI Hospitality Holdings: An Undervalued Company With An Unconventional Business,2020-06-03T17:32:11-04:00,/article/4351820-rci-hospitality-holdings-undervalued-company-unconventional-business,14,False,False,105732,['277785'],['2469'],[],RICK
4343616,RCI Hospitality: A Cheap FCF Generator,2020-05-06T12:11:55-04:00,/article/4343616-rci-hospitality-cheap-fcf-generator,31,False,False,103832,['274017'],['2469'],[],RICK
4329519,Looking At RCI Hospitality's Q1 And Recent 10-K Reveal Deterioration And Questionable Decisions,2020-03-04T12:56:41-05:00,/article/4329519-looking-rci-hospitalitys-q1-and-recent-10-k-reveal-deterioration-and-questionable-decisions,74,False,False,57252,['263872'],['2469'],[],RICK
4323071,A Stock That Could 3x And Still Be Cheap: RCI Hospitality,2020-02-11T08:41:13-05:00,/article/4323071-stock-3x-and-still-be-cheap-rci-hospitality,95,False,False,103658,['260553'],['2469'],[],RICK
4314646,"Another Year, Another Late 10-K At RCI Hospitality",2019-12-31T07:20:55-05:00,/article/4314646-another-year-another-late-10-k-rci-hospitality,28,False,False,57252,['250168'],['2469'],[],RICK
4294146,RCI Hospitality's Informal Inquiry From The SEC Turns Into A Formal Investigation,2019-09-30T10:13:35-04:00,/article/4294146-rci-hospitalitys-informal-inquiry-from-sec-turns-formal-investigation,32,False,False,57252,['70639'],['2469'],[],RICK
4276546,RCI Hospitality: Not Cheap Enough Yet,2019-07-22T18:05:35-04:00,/article/4276546-rci-hospitality-not-cheap-enough-yet,127,False,False,57252,['53691'],['2469'],[],RICK
4266340,"RCI Hospitality: Negative Comps And SEC Smoke, Stay Away",2019-05-24T10:55:09-04:00,/article/4266340-rci-hospitality-negative-comps-and-sec-smoke-stay-away,41,False,False,57252,['40383'],['2469'],[],RICK
4265959,RCI Hospitality: Assessing The 10-Q Delay,2019-05-23T00:52:22-04:00,/article/4265959-rci-hospitality-assessing-10-q-delay,46,False,False,76785,['40091'],['2469'],[],RICK
4238325,RCI Hospitality: Sinfully Profitable,2019-02-05T16:35:01-05:00,/article/4238325-rci-hospitality-sinfully-profitable,72,False,False,32401,['7107'],['2469'],[],RICK
4235983,RCI Hospitality: Transitory Problems Create Opportunity,2019-02-05T05:00:00-05:00,/article/4235983-rci-hospitality-transitory-problems-create-opportunity,35,False,False,76785,['5877'],['2469'],[],RICK
4232785,"RCI Hospitality Q1 Reaction: Nightclubs Fine, Bombshells A Disaster",2019-01-11T07:13:44-05:00,/article/4232785-rci-hospitality-q1-reaction-nightclubs-fine-bombshells-disaster,34,False,False,57252,['4496'],['2469'],[],RICK
4231188,"New Year, Same Old RCI Hospitality",2019-01-03T05:40:18-05:00,/article/4231188-new-year-old-rci-hospitality,14,False,False,57252,['3593'],['2469'],[],RICK
4209165,RCI Hospitality: Troubling Relationships Reinforce Short Thesis,2018-10-09T05:00:00-04:00,/article/4209165-rci-hospitality-troubling-relationships-reinforce-short-thesis,62,False,False,57252,['20617'],['2469'],[],RICK
4200499,RCI Hospitality Short Thesis Is Intact,2018-08-20T08:46:34-04:00,/article/4200499-rci-hospitality-short-thesis-is-intact,56,False,False,57252,[],['2469'],[],RICK
4188708,RCI Hospitality Holdings - A 'Sin Stock' With Big Upside,2018-07-20T11:27:10-04:00,/article/4188708-rci-hospitality-holdings-sin-stock-big-upside,11,False,False,104636,['17637'],['2469'],[],RICK
4183691,RCI Hospitality: A Friendly Rebuttal Of Recent Negative Posts,2018-06-25T09:29:05-04:00,/article/4183691-rci-hospitality-friendly-rebuttal-of-recent-negative-posts,9,False,False,32401,['16714'],['2469'],[],RICK
4182032,Rough Week For RCI Hospitality: Bombshells Closure And Three New Lawsuits,2018-06-15T16:12:56-04:00,/article/4182032-rough-week-for-rci-hospitality-bombshells-closure-and-three-new-lawsuits,19,False,False,57252,['16414'],['2469'],[],RICK
4173462,RCI Hospitality Continues Its Run,2018-05-13T12:38:29-04:00,/article/4173462-rci-hospitality-continues-run,58,False,False,57252,[],['2469'],[],RICK
4167579,Booming Economy: Sinful Profits,2018-04-30T14:02:40-04:00,/article/4167579-booming-economy-sinful-profits,27,False,False,32401,['14682'],['2469'],[],RICK
4155792,Growth At A Reasonable Price: 47% Increase In Free Cash Flow,2018-03-13T04:06:03-04:00,/article/4155792-growth-reasonable-price-47-percent-increase-in-free-cash-flow,22,False,False,32401,['13128'],['2469'],[],RICK
4155679,Stick With RICK,2018-03-12T15:33:14-04:00,/article/4155679-stick-rick,10,False,False,57252,[],['2469'],[],RICK
4150465,RCI Is A Buy As Free Cash Flow Surges,2018-02-25T06:32:47-05:00,/article/4150465-rci-is-buy-free-cash-flow-surges,16,False,False,57252,[],['2469'],[],RICK
4136833,RCI Holdings: Is The 10-K Delay A Buying Opportunity?,2018-01-11T06:53:40-05:00,/article/4136833-rci-holdings-is-10-k-delay-buying-opportunity,17,False,False,57252,['10633'],['2469'],[],RICK
4115527,Booming Economy: Sinful Profits,2017-10-23T15:23:00-04:00,/article/4115527-booming-economy-sinful-profits,26,False,False,32401,['193825'],['2469'],[],RICK
4113138,The Land Where Cash Is King,2017-10-14T08:00:06-04:00,/article/4113138-land-where-cash-is-king,35,False,False,102107,[],['2469'],[],RICK
4103234,RCI Hospitality: Harvey Update,2017-08-31T05:34:23-04:00,/article/4103234-rci-hospitality-harvey-update,9,False,False,32401,[],['2469'],[],RICK
4098088,Was I Wrong To Sell RCI Hospitality?,2017-08-11T13:54:54-04:00,/article/4098088-was-i-wrong-to-sell-rci-hospitality,26,False,False,57252,[],['2469'],[],RICK
4097494,RCI Hospitality Holdings: Strong Off-Season Results Justifies $30+ Valuation,2017-08-10T13:29:45-04:00,/article/4097494-rci-hospitality-holdings-strong-off-season-results-justifies-30-plus-valuation,6,False,False,101941,['191020'],['2469'],[],RICK
4073343,Strip Clubs And Breastaurants: The Profits Of Sin,2017-05-15T14:12:34-04:00,/article/4073343-strip-clubs-and-breastaurants-profits-of-sin,58,False,False,32401,['187516'],['2469'],[],RICK
4071677,RCI Hospitality: A Long Awaited Deal,2017-05-10T12:33:12-04:00,/article/4071677-rci-hospitality-long-awaited-deal,9,False,False,57252,['187335'],['2469'],[],RICK
4045337,RCI Hospitality Will Be Getting Back Into M&A,2017-02-13T09:56:07-05:00,/article/4045337-rci-hospitality-will-be-getting-back-m,9,False,False,57252,[],['2469'],[],RICK
4034105,RCI Hospitality Holdings - Where Do We Go From Here?,2017-01-04T02:02:00-05:00,/article/4034105-rci-hospitality-holdings-where-go-from,19,False,False,87476,[],['2469'],[],RICK
4030940,"RCI Hospitality Holdings: Management Sticks To Shareholder-Friendly Script, But I'm Out",2016-12-16T08:22:30-05:00,/article/4030940-rci-hospitality-holdings-management-sticks-to-shareholder-friendly-script-out,14,False,False,57252,[],['2469'],[],RICK
4021447,RCI Hospitality Updates: Strong New Hire And Continued Capital Allocation Discipline,2016-11-09T06:29:01-05:00,/article/4021447-rci-hospitality-updates-strong-new-hire-and-continued-capital-allocation-discipline,53,False,False,57252,[],['2469'],[],RICK
3999713,Buybacks Will Drive Returns At RCI Hospitality,2016-08-15T17:29:12-04:00,/article/3999713-buybacks-will-drive-returns-rci-hospitality,62,False,False,57252,['177182'],['2469'],[],RICK
3996876,RCI Hospitality Instated A Berkshire-Like Buyback Threshold And Will Likely Exceed Its Raised FCF Guidance,2016-08-07T02:43:50-04:00,/article/3996876-rci-hospitality-instated-berkshire-like-buyback-threshold-and-will-likely-exceed-raised-fcf,18,False,False,84746,['176851'],['2469'],[],RICK
3996385,Is RCI Finally Becoming A Boring Stock?,2016-08-05T11:18:47-04:00,/article/3996385-is-rci-finally-becoming-boring-stock,6,False,False,41271,[],['2469'],[],RICK
3988447,RCI Hospitality Sales Update Shows Core Stabilizing,2016-07-14T13:04:38-04:00,/article/3988447-rci-hospitality-sales-update-shows-core-stabilizing,11,False,False,57252,[],['2469'],[],RICK
3987995,"RCI Hospitality Holdings Reports Solid Sales, But Disappoints On Capital Allocation",2016-07-13T01:27:20-04:00,/article/3987995-rci-hospitality-holdings-reports-solid-sales-disappoints-on-capital-allocation,28,False,False,84746,[],['2469'],[],RICK
3985498,RCI Hospitality Holdings: A Sin Stock With 50% Upside Assuming Zero Growth,2016-06-30T10:16:03-04:00,/article/3985498-rci-hospitality-holdings-sin-stock-50-percent-upside-assuming-zero-growth,60,False,False,84746,['175361'],['2469'],[],RICK
3975689,RCI Hospitality Is A Buy After A Strong Quarter,2016-05-17T12:14:36-04:00,/article/3975689-rci-hospitality-is-buy-after-strong-quarter,26,False,False,57252,['173444'],['2469'],[],RICK
3962406,RCI Hospitality: Why I Believe This Sexy Stock Is Finally Ready To Settle Down,2016-03-31T17:54:31-04:00,/article/3962406-rci-hospitality-why-i-believe-this-sexy-stock-is-finally-ready-to-settle-down,10,False,False,76885,[],['2469'],[],RICK
3895456,RCI Holdings Is Finally A Deal,2016-02-15T00:19:49-05:00,/article/3895456-rci-holdings-is-finally-deal,7,False,False,57252,[],['2469'],[],RICK
3774236,RCI Hospitality: The Leverage Continues To Grow,2015-12-23T13:23:40-05:00,/article/3774236-rci-hospitality-leverage-continues-to-grow,16,False,False,89965,['167456'],['2469'],[],RICK
3759556,RCI Hospitality Holdings Has Upcoming Catalysts That Should Drive It Higher In 2016,2015-12-17T09:40:00-05:00,/article/3759556-rci-hospitality-holdings-upcoming-catalysts-should-drive-higher-in-2016,7,False,False,54942,['167137'],['2469'],[],RICK
3714746,RCI Hospitality Holdings: An Undervalued Micro Cap With Great Potential,2015-11-25T20:07:17-05:00,/article/3714746-rci-hospitality-holdings-undervalued-micro-cap-great-potential,15,False,False,97376,[],['2469'],[],RICK
3585236,RCI Holdings: Improved Financing Hurt By The Oil Slide,2015-10-20T10:41:35-04:00,/article/3585236-rci-holdings-improved-financing-hurt-oil-slide,15,False,False,57252,['164050'],['2469'],[],RICK
3468206,RCI Hospitality Holdings - A Good Deep Value Opportunity,2015-08-26T11:27:57-04:00,/article/3468206-rci-hospitality-holdings-good-deep-value-opportunity,11,False,False,76885,['161312'],['2469'],[],RICK
3229106,The Real Winner From The Pacquiao Vs. Mayweather Fight Is RCI Hospitality,2015-06-03T07:02:55-04:00,/article/3229106-the-real-winner-from-the-pacquiao-vs-mayweather-fight-is-rci-hospitality,12,False,False,65973,['156391'],['2469'],[],RICK
3192556,Making Promiscuous Profits With RCI Hospitality,2015-05-18T13:49:48-04:00,/article/3192556-making-promiscuous-profits-with-rci-hospitality,33,False,False,41271,['155576'],['2469'],[],RICK
3173126,Second Quarter's Results Prompt A Significant Upward Revision For RCI Hospitality's Equity,2015-05-13T06:51:16-04:00,/article/3173126-second-quarters-results-prompt-a-significant-upward-revision-for-rci-hospitalitys-equity,14,False,False,51022,['155206'],['2469'],[],RICK
3105556,RCI Hospitality: Another Reason Why You Should Reconsider Your Approach Towards Sin Stocks,2015-04-28T11:13:05-04:00,/article/3105556-rci-hospitality-another-reason-why-you-should-reconsider-your-approach-towards-sin-stocks,12,False,False,51022,['154323'],['2469'],[],RICK
3068366,RCI Hospitality Looks Good To Go,2015-04-15T06:19:40-04:00,/article/3068366-rci-hospitality-looks-good-to-go,13,False,False,65973,['153666'],['2469'],[],RICK
2906786,Bombshells May Be The Ticket To Higher Returns For RCI Hospitality Stock,2015-02-12T11:12:03-05:00,/article/2906786-bombshells-may-be-the-ticket-to-higher-returns-for-rci-hospitality-stock,12,False,False,65973,['150586'],['2469'],[],RICK
2906666,RCI Holdings: Back To Clubs And Repos,2015-02-12T10:46:38-05:00,/article/2906666-rci-holdings-back-to-clubs-and-repos,4,False,False,57252,['150584'],['2469'],[],RICK
2820896,Update: RCI Hospitality Acquires Texas Saloon,2015-01-15T15:10:38-05:00,/article/2820896-update-rci-hospitality-acquires-texas-saloon,0,False,False,65973,['148826'],['2469'],[],RICK
2808415,Update: Is RCI Hospitality Becoming A Restaurant Chain?,2015-01-10T00:11:10-05:00,/article/2808415-update-is-rci-hospitality-becoming-a-restaurant-chain,1,False,False,65973,['148482'],['2469'],[],RICK
2805775,How Will Low Oil Prices Affect RCI Hospitality?,2015-01-09T06:33:21-05:00,/article/2805775-how-will-low-oil-prices-affect-rci-hospitality,3,False,False,65973,['148398'],['2469'],[],RICK
2773825,"RCI Hospitality Holdings Explains Robust Energy And New York Case, But Shares Aren't Cheap Enough Yet",2014-12-22T15:49:40-05:00,/article/2773825-rci-hospitality-holdings-explains-robust-energy-and-new-york-case-but-shares-arent-cheap-enough-yet,7,False,False,57252,[],['2469'],[],RICK
2691475,RCI Hospitality: The Exotic Dancers Must Be Paid,2014-11-19T09:23:28-05:00,/article/2691475-rci-hospitality-the-exotic-dancers-must-be-paid,16,False,False,65973,[],['2469'],[],RICK
2635365,RCI Holdings: Destroying Shareholder Value One Deal At A Time,2014-11-05T09:03:53-05:00,/article/2635365-rci-holdings-destroying-shareholder-value-one-deal-at-a-time,8,False,False,57252,[],['2469'],[],RICK
2558675,"Update: RCI Hospitality, Solid Results",2014-10-13T18:21:39-04:00,/article/2558675-update-rci-hospitality-solid-results,3,False,False,65973,[],['2469'],[],RICK
2413755,Update: RCI Hospitality Earnings - No More Club O,2014-08-12T08:40:13-04:00,/article/2413755-update-rci-hospitality-earnings-no-more-club-o,4,False,False,65973,[],['2469'],[],RICK
2364445,Does Sex Sell? Rick's Cabaret Is A Buy,2014-07-31T12:17:44-04:00,/article/2364445-does-sex-sell-ricks-cabaret-is-a-buy,10,False,False,65973,['137582'],['2469'],[],RICK
2261203,"Rick's Cabaret: Two Steps Forward, One Step Backwards",2014-06-11T10:21:59-04:00,/article/2261203-ricks-cabaret-two-steps-forward-one-step-backwards,7,False,False,57252,['134999'],['2469'],[],RICK
2108543,2 Positive Developments Reflect Positively On Rick's Management,2014-03-25T15:30:11-04:00,/article/2108543-2-positive-developments-reflect-positively-on-ricks-management,8,False,False,57252,['131447'],['2469'],[],RICK
2083503,"Rick's Cabaret: Terribly Managed, Great Business",2014-03-13T09:00:42-04:00,/article/2083503-ricks-cabaret-terribly-managed-great-business,19,False,False,57252,['130719'],['2469'],[],RICK
1909881,Is Rick's Corporate Air Fleet Reason To Sell?,2013-12-20T13:02:28-05:00,/article/1909881-is-ricks-corporate-air-fleet-reason-to-sell,19,False,False,58961,['126577'],['2469'],[],RICK
1888091,RICK's Risky Business Of Corporate Waste,2013-12-10T09:04:52-05:00,/article/1888091-ricks-risky-business-of-corporate-waste,13,False,False,52852,['225106'],['2469'],[],RICK
1868521,Strippers & Guns: The Opposite Of SRI,2013-11-29T09:07:51-05:00,/article/1868521-strippers-and-guns-the-opposite-of-sri,12,False,False,25321,['125468'],['2469'],[],RICK
1710262,Where Is Rick's Cabaret On The Growth Stock Map ?,2013-09-24T10:34:24-04:00,/article/1710262-where-is-ricks-cabaret-on-the-growth-stock-map,3,False,False,23301,['122303'],['2469'],[],RICK
1694832,"Rick's Cabaret: Fantasy Is Good For Business, Not For Investors",2013-09-15T18:22:00-04:00,/article/1694832-ricks-cabaret-fantasy-is-good-for-business-not-for-investors,0,False,False,52852,['224359'],['2469'],[],RICK
1674812,Rick's Cabaret: Drop Some Benjamins Down For An Impressive Return,2013-09-05T08:55:17-04:00,/article/1674812-ricks-cabaret-drop-some-benjamins-down-for-an-impressive-return,13,False,False,51372,['121307'],['2469'],[],RICK
1648372,Investors Should Get A Rise Out Of Rick's Cabaret Future Earnings,2013-08-21T06:44:56-04:00,/article/1648372-investors-should-get-a-rise-out-of-ricks-cabaret-future-earnings,0,False,False,53602,['120549'],['2469'],[],RICK
1527712,Rick's Cabaret Is A Cheap 'Sin' Stock Worth More Than Double,2013-07-02T06:00:00-04:00,/article/1527712-ricks-cabaret-is-a-cheap-sin-stock-worth-more-than-double,63,False,False,24471,['118112'],['2469'],[],RICK
1464041,Rick's Cabaret: Investors Benefit From $6 Cokes And A Potential REIT,2013-05-28T09:17:08-04:00,/article/1464041-ricks-cabaret-investors-benefit-from-6-cokes-and-a-potential-reit,13,False,False,35111,['116453'],['2469'],[],RICK
359571,"Rick's Cabaret: Like Joe Cocker Said, 'You Can Leave Your Hat On'",2012-02-12T03:41:54-05:00,/article/359571-ricks-cabaret-like-joe-cocker-said-you-can-leave-your-hat-on,4,False,False,35111,['97625'],['2469'],[],RICK
302912,"Rick's Cabaret: A Sin Business Perhaps, But It Generates A Lot Of Cash And Is Cheap",2011-10-27T16:53:24-04:00,/article/302912-ricks-cabaret-a-sin-business-perhaps-but-it-generates-a-lot-of-cash-and-is-cheap,7,False,False,24419,['95306'],['2469'],[],RICK
277568,Rick's Cabaret: A Winning Strategy in Adult Entertainment,2011-07-01T04:05:38-04:00,/article/277568-ricks-cabaret-a-winning-strategy-in-adult-entertainment,8,False,False,57252,['93159'],['2469'],[],RICK
252288,Rick's Cabaret: Dancing Its Way to Higher Earnings and Share Price,2011-02-11T03:53:25-05:00,/article/252288-ricks-cabaret-dancing-its-way-to-higher-earnings-and-share-price,7,False,False,35111,['91875'],['2469'],[],RICK
242914,Rick’s Cabaret: Sin Business Back on Track?,2010-12-21T03:52:02-05:00,/article/242914-rick-s-cabaret-sin-business-back-on-track,0,False,False,35111,['91394'],['2469'],[],RICK
221817,Rick's Cabaret: Still Needing to Regroup,2010-08-23T13:01:49-04:00,/article/221817-ricks-cabaret-still-needing-to-regroup,4,False,False,35111,['90522'],['2469'],[],RICK
189734,"Rick’s Cabaret Buys Competitor, Doubles Revenues and Misses Estimates",2010-02-21T07:31:20-05:00,/article/189734-rick-s-cabaret-buys-competitor-doubles-revenues-and-misses-estimates,1,False,False,35111,['89432'],['2469'],[],RICK
141023,Rick's Cabaret: Keeping Abreast of Opportunity,2009-06-03T03:26:13-04:00,/article/141023-ricks-cabaret-keeping-abreast-of-opportunity,1,False,False,21652,['87713'],['2469'],[],RICK
137738,Things Turning Around at Rick's Cabaret: Time to Buy?,2009-05-14T12:29:48-04:00,/article/137738-things-turning-around-at-ricks-cabaret-time-to-buy,2,False,False,21185,['87592'],['2469'],[],RICK
135059,"Rick's Renegotiates Debt, Stock Soars",2009-05-04T11:43:42-04:00,/article/135059-ricks-renegotiates-debt-stock-soars,1,False,False,21185,['87503'],['2469'],[],RICK
130668,Rick's Announces Higher Revenue than Expected,2009-04-13T10:25:40-04:00,/article/130668-ricks-announces-higher-revenue-than-expected,2,False,False,21185,[],['2469'],[],RICK
122107,"Rick's: Q1 Earnings Leave Something to Be Desired, Turnaround in Place",2009-02-23T11:57:28-05:00,/article/122107-ricks-q1-earnings-leave-something-to-be-desired-turnaround-in-place,1,False,False,21185,[],['2469'],[],RICK
120957,Rick's Earnings Preview: Time to Jump Ship?,2009-02-17T13:08:21-05:00,/article/120957-ricks-earnings-preview-time-to-jump-ship,3,False,False,21185,[],['2469'],[],RICK
112815,"Rick's Has Great 2008, but Fails to Provide Guidance",2008-12-31T11:08:37-05:00,/article/112815-ricks-has-great-2008-but-fails-to-provide-guidance,5,False,False,21185,[],['2469'],[],RICK
111866,Rick's: Still Entertaining or Ready to Slide?,2008-12-22T08:54:33-05:00,/article/111866-ricks-still-entertaining-or-ready-to-slide,6,False,False,21185,[],['2469'],[],RICK
69821,The Naked Truth About Rick's Cabaret,2008-03-25T06:25:37-04:00,/article/69821-the-naked-truth-about-ricks-cabaret,2,False,False,20851,[],['2469'],[],RICK
62048,"Rick's Cabaret: Rated ""R"" for Returns on Adult Entertainment",2008-01-29T08:45:38-05:00,/article/62048-ricks-cabaret-rated-r-for-returns-on-adult-entertainment,1,False,False,21097,[],['2469'],[],RICK
35564,"Optimistic on Rick's Cabaret, But Cautious In Short-Term",2007-05-15T05:57:57-04:00,/article/35564-optimistic-on-ricks-cabaret-but-cautious-in-short-term,0,False,False,20717,['83786'],['2469'],[],RICK
8202,"Cramer or No Cramer, Stay Away from ""Gentleman's Lounge"" Rick's Cabaret (RICK)",2006-03-27T04:52:56-05:00,/article/8202-cramer-or-no-cramer-stay-away-from-gentlemans-lounge-ricks-cabaret-rick,0,False,False,20123,[],['2469'],[],RICK
4606757,"Deleveraged And Oversold, Peabody Energy Is Now A Compelling Long",2023-05-23T12:14:54-04:00,/article/4606757-peabody-energy-deleveraged-oversold-compelling-long,34,False,False,106271,['458083'],['2430'],[],BTU
4606656,"Peabody Energy: Considering Coal Market Outlook, The Stock Is A Hold",2023-05-23T04:34:12-04:00,/article/4606656-peabody-energy-stock-improved-balance-sheet-coal-market-outlook-hold,5,False,False,106446,['457944'],['2430'],[],BTU
4606336,Peabody: Investing In The Stock Again,2023-05-21T09:52:08-04:00,/article/4606336-peabody-btu-investing-in-the-stock-again,36,False,False,52502,['457624'],['2430'],[],BTU
4594557,Peabody Boosts Shareholder Rewards As Coal Prices Implode,2023-04-17T15:25:42-04:00,/article/4594557-peabody-boost-shareholder-rewards-as-coal-prices-implode,83,False,False,92986,['450467'],['2430'],[],BTU
4594489,Peabody's Shareholder Return Program Could Boost It Another 10%-30% In Coming Months,2023-04-17T11:28:43-04:00,/article/4594489-peabodys-shareholder-return-program-could-boost-it-in-coming-months,14,False,False,48311,['450414'],['2430'],[],BTU
4588627,Peabody Energy: Adding Again And Waiting For Capital Returns,2023-03-20T09:00:00-04:00,/article/4588627-peabody-energy-adding-again-and-waiting-for-capital-returns,31,False,False,106425,['444840'],['2430'],[],BTU
4588363,Peabody: Potential For A 2023 Special Dividend Or Massive Buyback,2023-03-17T16:47:10-04:00,/article/4588363-peabody-potential-for-a-2023-special-dividend-or-massive-buyback,28,False,False,48311,['444647'],['2430'],[],BTU
4578519,Peabody Energy: A Blowout Q4 And Impending Capital Returns,2023-02-16T08:00:00-05:00,/article/4578519-peabody-energy-blowout-q4-impending-capital-returns,47,False,False,106425,['438000'],['2430'],[],BTU
