,timestamp,content,symbol,sentiment_score
0,2021-06-08 15:43:40+00:00,1/ One way to make money is to position yourself early for business narrative changes. I’ve made some money this way with $SONY in the past. But now I think $BIDU is interesting. It’s been the forgotten name in Chinese tech for years. Have yet to see it being mentioned on fintwit,SONY,0.296
1,2021-06-08 17:00:05+00:00,Game On: An exclusive talk with 'Tunche' studio head Luis Wong $NTDOY $MSFT $SONY $TCEHY $TTWO $ATVI $EA $UBSFY $AAPL $GME,SONY,0.128
2,2021-06-10 01:02:59+00:00,$SONY needs to step up those buybacks. Those numbers are peasant numbers,SONY,0.0
3,2021-06-10 09:27:38+00:00,Anyone ever looked at or have any opinions on $SONY?,SONY,0.0
4,2021-06-10 18:23:36+00:00,My ISA 😍  $ADBE $AMD $ALB $BABA $GOOGL $AMZN $ANSS $ASML $T $ADSK $BA $CZR $CSIQ $NET $CRCL $DAL $ENPH $ETSY $EXPI $FSLY $BLOX $FIVN $FVRR $GEVO $GILD $JPM $KOD $LMND $MELI $MSFT $MP $NFLX $NVDA $PLTR $PAYC $PYPL $PENN $RDFN $CRM $SHOP $SEDG $SONY $SQ $STNE $TDOC $TWLO $U $UPWK,SONY,0.0
5,2021-06-11 15:03:43+00:00,Guessing it's just a matter of time before $SONY starts building a line of TVs with PS built in.  Sorry $GME,SONY,-0.0516
6,2021-06-12 19:26:15+00:00,$SONY drawdown still 15% off the February high. I’ll look to add in the next few months when I get some extra money. Lots of growth drivers but still a small piece of my account,SONY,0.2023
7,2021-06-12 19:34:35+00:00,$SONY 100C 07/16 or 07/09 FOLLOW MY TWITTER FOR FREE ALERTS!  #AMCSqueeze #BTC $SPY $QQQ $TSLA $AAPL,SONY,0.6514
8,2021-06-13 18:02:56+00:00,"The annual Electronic Entertainment Expo takes place in a virtual format this year. Nintendo $NTDOY, Microsoft's $MSFT Xbox, Ubisoft Entertainment $UBSFY and Capcom $CCOEY will all be at this year’s E3, while Sony $SONY and Activision Blizzard $ATVI are skipping.",SONY,0.6808
9,2021-06-14 15:29:54+00:00,Total videogame sales in May came in at $4.45B up 3% YoY according to NPD Group Accessory sales came in at $142M down 8% YoY Hardware sales came in at $244M up 5% YoY Physical and Digital Content sales came in at $4.1B up 3% YoY $NTDOY $SONY $MSFT $GME $LOGI $EA $CRSR $ATVI,SONY,0.0
10,2021-06-15 19:57:04+00:00,No #E32021 lift for video game stocks. $TTWO and $NTDOY both lower. $EA $ATVI $SONY in red too even though they're not at event.,SONY,-0.5267
11,2021-06-17 14:40:00+00:00,Increasing unusual call option volume: $HDSN $ITUB $LU $CVAC $MAT $TIP $MLCO Increasing unusual put option volume: $QD $INDA $CVAC $RLX $AON $CODX $GFI $SONY,SONY,0.0
12,2021-06-17 14:55:37+00:00,#WallStreet 🇺🇸 Increasing unusual put #option volume: $QD $INDA $CVAC $RLX $AON $CODX $GFI $SONY,SONY,0.0
